GUID,GEOGID,GEOGDESC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T,Proportion for PC,Proportion for BroadBand
2AE19629188F13A3E055000000000001,ED3409_11010,Dunshaughlin,"1,548",357,49,"1,954","1,594",111,211,38,"1,954",79.222,81.576
2AE19629181213A3E055000000000001,ED3409_11011,Kilbrew,872,213,44,"1,129",916,78,96,39,"1,129",77.236,81.134
2AE19629184C13A3E055000000000001,ED3409_11012,Killeen,302,74,10,386,302,20,55,9,386,78.238,78.238
2AE19629186213A3E055000000000001,ED3409_11013,Kilmessan,391,132,19,542,328,91,108,15,542,72.14,60.517
2AE19629186313A3E055000000000001,ED3409_11014,Kilmore,383,113,8,504,262,139,91,12,504,75.992,51.984
2AE1962918B513A3E055000000000001,ED3409_11015,Rathfeigh,239,65,4,308,224,39,40,5,308,77.597,72.727
2AE19629181413A3E055000000000001,ED3409_11016,Ratoath,"2,665",562,79,"3,306","2,882",141,226,57,"3,306",80.611,87.175
2AE19629181513A3E055000000000001,ED3409_11017,Rodanstown,291,70,4,365,290,23,50,2,365,79.726,79.452
2AE19629181B13A3E055000000000001,ED3409_11018,Skreen,370,103,19,492,314,60,94,24,492,75.203,63.821
2AE19629181913A3E055000000000001,ED3409_11019,Ardagh,139,80,11,230,119,32,75,4,230,60.435,51.739
2AE19629183113A3E055000000000001,ED3409_11020,Ballinlough,40,24,4,68,40,4,19,5,68,58.824,58.824
2AE19629183C13A3E055000000000001,ED3409_11021,Balrathboyne,116,58,1,175,82,40,53,0,175,66.286,46.857
2AE19629184713A3E055000000000001,ED3409_11022,Boherboy,78,24,2,104,77,10,15,2,104,75,74.038
2AE19629184813A3E055000000000001,ED3409_11023,Burry,62,26,1,89,60,9,19,1,89,69.663,67.416
2AE19629184913A3E055000000000001,ED3409_11024,Carrickleck,112,41,3,156,106,13,34,3,156,71.795,67.949
2AE19629185213A3E055000000000001,ED3409_11025,Castlekeeran,101,49,4,154,97,19,36,2,154,65.584,62.987
2AE1962918BE13A3E055000000000001,ED3409_11026,Ceannanus Mór (Kells) Rural,"1,124",399,37,"1,560","1,249",60,216,35,"1,560",72.051,80.064
2AE19629186C13A3E055000000000001,ED3409_11027,Cruicetown,91,36,3,130,80,17,29,4,130,70,61.538
2AE19629189D13A3E055000000000001,ED3409_11028,Girley,87,44,4,135,33,51,49,2,135,64.444,24.444
2AE19629185613A3E055000000000001,ED3409_11029,Kilmainham,153,119,2,274,148,27,96,3,274,55.839,54.015
2AE19629186F13A3E055000000000001,ED3409_11030,Kilskeer,93,39,3,135,93,15,25,2,135,68.889,68.889
2AE19629187A13A3E055000000000001,ED3409_11031,Loughan,91,43,5,139,92,14,30,3,139,65.468,66.187
2AE19629187B13A3E055000000000001,ED3409_11032,Maperath,125,38,6,169,127,9,27,6,169,73.964,75.148
2AE19629187C13A3E055000000000001,ED3409_11033,Martry,155,67,5,227,57,91,76,3,227,68.282,25.11
2AE19629188513A3E055000000000001,ED3409_11034,Moybolgue,58,23,2,83,38,17,27,1,83,69.88,45.783
2AE19629189113A3E055000000000001,ED3409_11035,Moynalty,147,78,4,229,156,7,62,4,229,64.192,68.122
2AE19629189413A3E055000000000001,ED3409_11036,Newcastle,109,41,1,151,105,14,29,3,151,72.185,69.536
2AE19629189E13A3E055000000000001,ED3409_11037,Newtown,198,88,9,295,227,13,47,8,295,67.119,76.949
2AE19629189F13A3E055000000000001,ED3409_11038,Nobber,156,105,14,275,173,24,67,11,275,56.727,62.909
2AE1962918AA13A3E055000000000001,ED3409_11039,Posseckstown,48,17,1,66,36,14,16,0,66,72.727,54.545
2AE19629182813A3E055000000000001,ED3409_11040,Staholmog,82,51,5,138,72,19,43,4,138,59.42,52.174
2AE19629182A13A3E055000000000001,ED3409_11041,Tailtin,227,83,8,318,180,65,69,4,318,71.384,56.604
2AE19629183513A3E055000000000001,ED3409_11042,Trohanny,63,48,1,112,49,16,47,0,112,56.25,43.75
2AE19629182413A3E055000000000001,ED3409_11043,Ardcath,460,175,31,666,422,95,119,30,666,69.069,63.363
2AE19629188213A3E055000000000001,ED3409_11044,Duleek,"1,175",547,58,"1,780","1,354",92,288,46,"1,780",66.011,76.067
2AE1962918BD13A3E055000000000001,ED3409_11045,Julianstown,"2,399",677,112,"3,188","2,556",166,352,114,"3,188",75.251,80.176
2AE19629188413A3E055000000000001,ED3409_11046,Mellifont,138,49,4,191,127,20,40,4,191,72.251,66.492
2AE19629182613A3E055000000000001,ED3409_11047,St. Mary's (Part Rural),"3,074",745,94,"3,913","3,347",138,339,89,"3,913",78.559,85.535
2AE19629182913A3E055000000000001,ED3409_11048,Stamullin,"1,117",340,36,"1,493","1,152",136,171,34,"1,493",74.816,77.16
2AE19629181A13A3E055000000000001,ED3409_11049,Ardbraccan,477,182,16,675,410,97,152,16,675,70.667,60.741
2AE19629182513A3E055000000000001,ED3409_11050,Ardmulchan,243,79,6,328,207,48,66,7,328,74.085,63.11
2AE19629183D13A3E055000000000001,ED3409_11051,Bective,263,92,5,360,149,115,90,6,360,73.056,41.389
2AE19629185413A3E055000000000001,ED3409_11052,Castletown,209,102,14,325,183,49,82,11,325,64.308,56.308
2AE19629187813A3E055000000000001,ED3409_11053,Domhnach Phádraig,422,143,10,575,387,71,109,8,575,73.391,67.304
2AE19629181113A3E055000000000001,ED3409_11054,Kentstown,450,186,12,648,471,65,99,13,648,69.444,72.685
2AE19629189213A3E055000000000001,ED3409_11055,Navan Rural,"6,537","2,278",247,"9,062","7,188",494,"1,186",194,"9,062",72.136,79.32
2AE1962918A913A3E055000000000001,ED3409_11056,Painestown,291,93,8,392,227,77,82,6,392,74.235,57.908
2AE1962918B613A3E055000000000001,ED3409_11057,Rathkenny,154,63,4,221,117,40,60,4,221,69.683,52.941
2AE19629181C13A3E055000000000001,ED3409_11058,Slane,452,188,27,667,483,49,113,22,667,67.766,72.414
2AE19629182713A3E055000000000001,ED3409_11059,Stackallan,148,48,7,203,120,32,45,6,203,72.906,59.113
2AE19629181F13A3E055000000000001,ED3409_11060,Tara,283,88,8,379,164,118,87,10,379,74.67,43.272
2AE19629186113A3E055000000000001,ED3409_11061,Crossakeel,106,59,5,170,113,12,43,2,170,62.353,66.471
2AE19629186B13A3E055000000000001,ED3409_11062,Crosskeys,78,41,1,120,63,23,33,1,120,65,52.5
2AE19629183E13A3E055000000000001,ED3409_11063,Killallon,72,34,0,106,68,12,26,0,106,67.925,64.151
2AE19629184B13A3E055000000000001,ED3409_11064,Killeagh,89,59,4,152,71,29,51,1,152,58.553,46.711
2AE19629187013A3E055000000000001,ED3409_11065,Knocklough,51,23,2,76,42,13,20,1,76,67.105,55.263
2AE19629188613A3E055000000000001,ED3409_11066,Moylagh,91,59,5,155,59,32,58,6,155,58.71,38.065
2AE1962918A813A3E055000000000001,ED3409_11067,Oldcastle,536,289,14,839,556,59,213,11,839,63.886,66.269
2AE19629181D13A3E055000000000001,ED3409_11068,Stonefield,52,24,4,80,47,10,19,4,80,65,58.75
2AE19629182F13A3E055000000000001,ED3409_11069,Ardnamullan,161,118,10,289,152,39,90,8,289,55.709,52.595
2AE19629183013A3E055000000000001,ED3409_11070,Baile Átha Buí,640,274,27,941,710,44,159,28,941,68.013,75.452
2AE19629183A13A3E055000000000001,ED3409_11071,Ballyboggan,102,47,7,156,58,43,49,6,156,65.385,37.179
2AE19629183B13A3E055000000000001,ED3409_11072,Ballyconnell,174,70,7,251,115,63,66,7,251,69.323,45.817
2AE19629184A13A3E055000000000001,ED3409_11073,Castlejordan,81,53,5,139,61,26,47,5,139,58.273,43.885
2AE19629185313A3E055000000000001,ED3409_11074,Castlerickard,448,205,12,665,267,216,166,16,665,67.368,40.15
2AE19629185F13A3E055000000000001,ED3409_11075,Cloghbrack,104,53,4,161,89,26,42,4,161,64.596,55.28
2AE19629186013A3E055000000000001,ED3409_11076,Clonmacduff,98,43,5,146,52,47,43,4,146,67.123,35.616
2AE19629189013A3E055000000000001,ED3409_11077,Gallow,241,67,8,316,199,52,57,8,316,76.266,62.975
2AE19629189C13A3E055000000000001,ED3409_11078,Galtrim,158,75,6,239,94,54,87,4,239,66.109,39.331
2AE1962918A713A3E055000000000001,ED3409_11079,Grennanstown,284,98,14,396,298,23,61,14,396,71.717,75.253
2AE1962918B213A3E055000000000001,ED3409_11080,Hill of Down,119,48,3,170,82,39,46,3,170,70,48.235
2AE1962918B313A3E055000000000001,ED3409_11081,Innfield,"1,058",277,30,"1,365","1,079",118,146,22,"1,365",77.509,79.048
2AE19629181313A3E055000000000001,ED3409_11082,Cill Bhríde,114,43,2,159,95,23,40,1,159,71.698,59.748
2AE19629183213A3E055000000000001,ED3409_11083,Kilcooly,85,30,5,120,53,30,32,5,120,70.833,44.167
2AE19629183313A3E055000000000001,ED3409_11084,Kildalky,306,103,11,420,340,12,63,5,420,72.857,80.952
2AE19629183413A3E055000000000001,ED3409_11085,Killaconnigan,485,222,26,733,571,31,118,13,733,66.166,77.899
2AE19629185513A3E055000000000001,ED3409_11086,Killyon,121,57,1,179,113,18,46,2,179,67.598,63.128
2AE19629187113A3E055000000000001,ED3409_11087,Laracor,137,47,6,190,103,40,42,5,190,72.105,54.211
2AE1962918B413A3E055000000000001,ED3409_11088,Rahinstown,114,43,4,161,99,25,33,4,161,70.807,61.491
2AE1962918C113A3E055000000000001,ED3409_11089,Rathmolyon,306,150,7,463,267,71,117,8,463,66.091,57.667
2AE1962918C013A3E055000000000001,ED3409_11090,An Ráth Mhór,231,86,2,319,192,54,69,4,319,72.414,60.188
2AE19629181E13A3E055000000000001,ED3409_11091,Summerhill,306,150,9,465,315,37,102,11,465,65.806,67.742
2AE19629182B13A3E055000000000001,ED3409_11092,Trim Rural,"2,078",682,59,"2,819","2,261",130,382,46,"2,819",73.714,80.206
2AE196291A4013A3E055000000000001,ED3409_12001,Birr Urban,984,652,57,"1,693","1,056",121,469,47,"1,693",58.122,62.374
2AE196291A8513A3E055000000000001,ED3409_12002,Tullamore Urban,"2,567","1,479",207,"4,253","2,740",363,956,194,"4,253",60.357,64.425
2AE196291AE913A3E055000000000001,ED3409_12003,Ballycumber,158,88,5,251,156,33,58,4,251,62.948,62.151
2AE196291AF513A3E055000000000001,ED3409_12004,Banagher,458,272,30,760,448,85,202,25,760,60.263,58.947
2AE196291A3F13A3E055000000000001,ED3409_12005,Birr Rural,279,162,13,454,244,67,133,10,454,61.454,53.744
2AE196291A4213A3E055000000000001,ED3409_12006,Broughal,26,17,1,44,19,10,14,1,44,59.091,43.182
2AE196291A5113A3E055000000000001,ED3409_12007,Cloghan,212,141,16,369,125,116,114,14,369,57.453,33.875
2AE196291A5D13A3E055000000000001,ED3409_12008,Clonmacnoise,71,42,4,117,49,23,41,4,117,60.684,41.88
2AE196291A7313A3E055000000000001,ED3409_12009,Derrinboy,67,28,3,98,48,15,32,3,98,68.367,48.98
2AE196291A7413A3E055000000000001,ED3409_12010,Derryad,50,33,7,90,50,4,30,6,90,55.556,55.556
2AE196291A7613A3E055000000000001,ED3409_12011,Doon,101,50,5,156,90,29,32,5,156,64.744,57.692
2AE196291A8113A3E055000000000001,ED3409_12012,Dromoyle,74,35,1,110,33,39,37,1,110,67.273,30
2AE196291A8213A3E055000000000001,ED3409_12013,Drumcullen,90,43,3,136,67,30,36,3,136,66.176,49.265
2AE196291A9113A3E055000000000001,ED3409_12014,Eglish,35,17,4,56,26,9,17,4,56,62.5,46.429
2AE196291A9B13A3E055000000000001,ED3409_12015,Ferbane,297,162,5,464,295,33,131,5,464,64.009,63.578
2AE196291AA413A3E055000000000001,ED3409_12016,Gallen,100,83,5,188,91,34,57,6,188,53.191,48.404
2AE196291AB013A3E055000000000001,ED3409_12017,Hinds,82,28,4,114,71,15,24,4,114,71.93,62.281
2AE196291AB113A3E055000000000001,ED3409_12018,Huntston,72,49,6,127,37,33,53,4,127,56.693,29.134
2AE196291ABA13A3E055000000000001,ED3409_12019,Kilcolman,89,46,5,140,53,40,42,5,140,63.571,37.857
2AE196291ABB13A3E055000000000001,ED3409_12020,Kilcormac,288,191,26,505,308,32,144,21,505,57.03,60.99
2AE196291AD213A3E055000000000001,ED3409_12021,Killyon,56,29,3,88,42,20,24,2,88,63.636,47.727
2AE196291AD313A3E055000000000001,ED3409_12022,Kinnitty,109,79,5,193,81,37,71,4,193,56.477,41.969
2AE196291AD413A3E055000000000001,ED3409_12023,Knockbarron,36,28,2,66,21,20,24,1,66,54.545,31.818
2AE196291ADF13A3E055000000000001,ED3409_12024,Lea,61,54,4,119,34,30,50,5,119,51.261,28.571
2AE196291AE013A3E055000000000001,ED3409_12025,Letter,33,18,1,52,18,15,18,1,52,63.462,34.615
2AE196291AE113A3E055000000000001,ED3409_12026,Lumcloon,79,51,2,132,32,43,54,3,132,59.848,24.242
2AE196291AEC13A3E055000000000001,ED3409_12027,Lusmagh,130,59,2,191,102,38,49,2,191,68.063,53.403
2AE196291AF813A3E055000000000001,ED3409_12028,Mounterin,57,23,2,82,43,19,18,2,82,69.512,52.439
2AE196291AFA13A3E055000000000001,ED3409_12029,Moyclare,153,66,6,225,124,33,64,4,225,68,55.111
2AE196291A6013A3E055000000000001,ED3409_12030,Seirkieran,108,41,3,152,82,36,31,3,152,71.053,53.947
2AE196291A6113A3E055000000000001,ED3409_12031,Shannonbridge,64,43,3,110,26,40,42,2,110,58.182,23.636
2AE196291A6213A3E055000000000001,ED3409_12032,Shannonharbour,70,39,3,112,47,27,34,4,112,62.5,41.964
2AE196291A6D13A3E055000000000001,ED3409_12033,Srah,122,116,6,244,88,50,101,5,244,50,36.066
2AE196291ADD13A3E055000000000001,ED3409_12035,Ballyburly,300,157,9,466,342,25,91,8,466,64.378,73.391
2AE196291AEA13A3E055000000000001,ED3409_12036,Ballymacwilliam,131,68,4,203,117,30,50,6,203,64.532,57.635
2AE196291A4113A3E055000000000001,ED3409_12037,Bracknagh,219,116,10,345,161,78,97,9,345,63.478,46.667
2AE196291A5C13A3E055000000000001,ED3409_12038,Clonbulloge,155,90,8,253,85,88,71,9,253,61.265,33.597
2AE196291A5E13A3E055000000000001,ED3409_12039,Clonmore,96,56,4,156,43,47,60,6,156,61.538,27.564
2AE196291A6813A3E055000000000001,ED3409_12040,Croghan,105,59,2,166,77,35,51,3,166,63.253,46.386
2AE196291A8F13A3E055000000000001,ED3409_12041,Edenderry Rural,198,70,4,272,186,27,53,6,272,72.794,68.382
2AE196291A9013A3E055000000000001,ED3409_12042,Edenderry Urban,"1,463",879,52,"2,394","1,670",159,521,44,"2,394",61.111,69.758
3576C59993334152E0530100007F0280,ED3409_12043/12034,Esker / Ballaghassaan,98,50,8,156,75,30,48,3,156,62.821,48.077
2AE196291ADE13A3E055000000000001,ED3409_12044,Knockdrin,35,23,1,59,31,9,18,1,59,59.322,52.542
2AE196291AED13A3E055000000000001,ED3409_12045,Monasteroris,209,62,3,274,192,33,48,1,274,76.277,70.073
2AE196291ADA13A3E055000000000001,ED3409_12046,Aghancon,82,51,3,136,56,33,44,3,136,60.294,41.176
2AE196291ADC13A3E055000000000001,ED3409_12047,Ballincor,38,19,1,58,36,7,13,2,58,65.517,62.069
2AE196291AF613A3E055000000000001,ED3409_12048,Barna,38,21,0,59,34,8,16,1,59,64.407,57.627
2AE196291A4E13A3E055000000000001,ED3409_12049,Cangort,42,20,1,63,43,4,16,0,63,66.667,68.254
2AE196291A6913A3E055000000000001,ED3409_12050,Cullenwaine,160,85,6,251,140,43,60,8,251,63.745,55.777
2AE196291A8313A3E055000000000001,ED3409_12051,Dunkerrin,81,39,2,122,65,18,37,2,122,66.393,53.279
2AE196291A9A13A3E055000000000001,ED3409_12052,Ettagh,110,51,6,167,83,35,44,5,167,65.868,49.701
2AE196291AA613A3E055000000000001,ED3409_12053,Gorteen,64,31,2,97,47,23,27,0,97,65.979,48.454
2AE196291AF913A3E055000000000001,ED3409_12054,Mountheaton,114,55,2,171,104,23,43,1,171,66.667,60.819
2AE196291A5313A3E055000000000001,ED3409_12055,Roscomroe,26,22,2,50,16,17,16,1,50,52,32
2AE196291A6B13A3E055000000000001,ED3409_12056,Shinrone,202,139,16,357,224,22,101,10,357,56.583,62.745
2AE196291A7713A3E055000000000001,ED3409_12057,Templeharry,51,32,1,84,45,14,22,3,84,60.714,53.571
2AE196291A7A13A3E055000000000001,ED3409_12058,Tulla,22,13,1,36,8,16,10,2,36,61.111,22.222
2AE196291AE813A3E055000000000001,ED3409_12059,Ballycommon,132,63,1,196,81,57,55,3,196,67.347,41.327
2AE196291AEB13A3E055000000000001,ED3409_12060,Ballyshear,84,42,2,128,75,22,29,2,128,65.625,58.594
2AE196291AF713A3E055000000000001,ED3409_12061,Bawn,68,38,4,110,66,9,31,4,110,61.818,60
2AE196291A4F13A3E055000000000001,ED3409_12062,Cappancur,353,171,8,532,341,50,131,10,532,66.353,64.098
2AE196291A5013A3E055000000000001,ED3409_12063,Clara,800,575,38,"1,413",890,122,365,36,"1,413",56.617,62.987
2AE196291A5F13A3E055000000000001,ED3409_12064,Clonygowan,136,45,6,187,96,44,43,4,187,72.727,51.337
2AE196291A6A13A3E055000000000001,ED3409_12065,Daingean,321,188,15,524,377,24,115,8,524,61.26,71.947
2AE196291A7513A3E055000000000001,ED3409_12066,Derrycooley,54,32,0,86,41,14,29,2,86,62.791,47.674
2AE196291A8E13A3E055000000000001,ED3409_12067,Durrow,181,56,5,242,146,42,49,5,242,74.793,60.331
